count ,study_id,origin,org_level,flux_treatment,flux_pattern,temp_ini,mean_temp,min_temp,max_temp,period_flux,resp_def,resp_units,response,resp_quality,samp_size,variance_type,variance,genus,species,larger_group,exp_age,size,gen_time,gen_time_units,gen_time_temp,add_covariate ,add_covariate_value,extra_covariate ,extra_value,add_info,time_point ,time_units
12,glass2019,figure 2a,0,1,1,,28,23,33,24,"ovary mass, dry",mg,14.68879668,1,,0,5.975103734,Gryllus ,firmus,1,1,1,,,,food availability ,low ,morph ,short winged,,,
12,glass2019,figure 2a,0,0,,,28,28,28,,"ovary mass, dry",mg,7.717842324,1,,0,2.116182573,Gryllus ,firmus,1,1,1,,,,food availability ,low ,morph ,long winged,,,
12,glass2019,figure 2a,0,0,,,28,28,28,,"ovary mass, dry",mg,17.42738589,1,,0,5.601659751,Gryllus ,firmus,1,1,1,,,,food availability ,low ,morph ,short winged,,,
13,glass2019,figure 2a,0,1,1,,28,23,33,24,"ovary mass, dry",mg,28.63070539,1,,0,4.356846473,Gryllus ,firmus,1,1,1,,,,food availability ,high  ,morph ,long winged,,,
13,glass2019,figure 2a,0,1,1,,28,23,33,24,"ovary mass, dry",mg,41.82572614,1,,0,8.091286307,Gryllus ,firmus,1,1,1,,,,food availability ,high  ,morph ,short winged,,,
13,glass2019,figure 2a,0,0,,,28,28,28,,"ovary mass, dry",mg,28.63070539,1,,0,3.98340249,Gryllus ,firmus,1,1,1,,,,food availability ,high  ,morph ,long winged,,,
13,glass2019,figure 2a,0,0,,,28,28,28,,"ovary mass, dry",mg,35.60165975,1,,0,6.22406639,Gryllus ,firmus,1,1,1,,,,food availability ,high  ,morph ,short winged,,,
14,glass2019,figure 2b,0,1,1,,28,23,33,24,"testes mass, dry",mg,8.713692946,1,,0,0.572614108,Gryllus ,firmus,1,1,1,,,,food availability ,low ,morph ,long winged,,,
14,glass2019,figure 2b,0,1,1,,28,23,33,24,"testes mass, dry",mg,9.609958506,1,,0,0.746887967,Gryllus ,firmus,1,1,1,,,,food availability ,low ,morph ,short winged,,,
14,glass2019,figure 2b,0,0,,,28,28,28,,"testes mass, dry",mg,8.165975104,1,,0,0.721991701,Gryllus ,firmus,1,1,1,,,,food availability ,low ,morph ,long winged,,,
14,glass2019,figure 2b,0,0,,,28,28,28,,"testes mass, dry",mg,7.369294606,1,,0,0.622406639,Gryllus ,firmus,1,1,1,,,,food availability ,low ,morph ,short winged,,,
15,glass2019,figure 2b,0,1,1,,28,23,33,24,"testes mass, dry",mg,8.912863071,1,,0,0.721991701,Gryllus ,firmus,1,1,1,,,,food availability ,high  ,morph ,long winged,,,
15,glass2019,figure 2b,0,1,1,,28,23,33,24,"testes mass, dry",mg,8.165975104,1,,0,0.67219917,Gryllus ,firmus,1,1,1,,,,food availability ,high  ,morph ,short winged,,,
15,glass2019,figure 2b,0,0,,,28,28,28,,"testes mass, dry",mg,9.958506224,1,,0,0.423236515,Gryllus ,firmus,1,1,1,,,,food availability ,high  ,morph ,long winged,,,
15,glass2019,figure 2b,0,0,,,28,28,28,,"testes mass, dry",mg,8.315352697,1,,0,0.746887967,Gryllus ,firmus,1,1,1,,,,food availability ,high  ,morph ,short winged,,,
16,kern_2015phys,table 1,0,0,,,24,24,24,,development to stages 35-37,days ,90.79,0,,0,0.72,Limnodynastes,peronii,1,1,2,,,,,,,,,,
16,kern_2015phys,table 1,0,1,1,,25,20,30,24,development to stages 35-37,days ,115.55,0,,0,0.86,Limnodynastes,peronii,1,1,2,,,,,,,,,,
16,kern_2015phys,table 1,0,0,,,24,24,24,,body mass,g ,338.24,0,,0,7.41,Limnodynastes,peronii,1,1,2,,,,,,,,,,
16,kern_2015phys,table 1,0,1,1,,25,20,30,24,body mass,g ,320.95,0,,0,5.4,Limnodynastes,peronii,1,1,2,,,,,,,,,,
16,kern_2015phys,table 1,0,0,,,24,24,24,,body length,mm,12.44,0,,0,0.1,Limnodynastes,peronii,1,1,2,,,,,,,,,,
16,kern_2015phys,table 1,0,1,1,,25,20,30,24,body length,mm,12.46,0,,0,0.1,Limnodynastes,peronii,1,1,2,,,,,,,,,,
16,kern_2015phys,table 1,0,0,,,24,24,24,,tail length,mm,26.2,0,,0,0.3,Limnodynastes,peronii,1,1,2,,,,,,,,,,
16,kern_2015phys,table 1,0,1,1,,25,20,30,24,tail length,mm,25.12,0,,0,0.25,Limnodynastes,peronii,1,1,2,,,,,,,,,,
17,kern_2015phys,table 1,0,0,,,24,24,24,,development to stages 35-37,days ,156.43,0,,0,1.1,Limnodynastes,tasmaniensis,1,1,2,,,,,,,,,,
17,kern_2015phys,table 1,0,1,1,,25,20,30,24,development to stages 35-37,days ,200.93,0,,0,0.65,Limnodynastes,tasmaniensis,1,1,2,,,,,,,,,,
17,kern_2015phys,table 1,0,0,,,24,24,24,,body mass,g ,463.13,0,,0,8.92,Limnodynastes,tasmaniensis,1,1,2,,,,,,,,,,
17,kern_2015phys,table 1,0,1,1,,25,20,30,24,body mass,g ,370.12,0,,0,9.24,Limnodynastes,tasmaniensis,1,1,2,,,,,,,,,,
17,kern_2015phys,table 1,0,0,,,24,24,24,,body length,mm,14.16,0,,0,0.12,Limnodynastes,tasmaniensis,1,1,2,,,,,,,,,,
17,kern_2015phys,table 1,0,1,1,,25,20,30,24,body length,mm,13.46,0,,0,0.13,Limnodynastes,tasmaniensis,1,1,2,,,,,,,,,,
17,kern_2015phys,table 1,0,0,,,24,24,24,,tail length,mm,28.03,0,,0,0.24,Limnodynastes,tasmaniensis,1,1,2,,,,,,,,,,
17,kern_2015phys,table 1,0,1,1,,25,20,30,24,tail length,mm,24.1,0,,0,0.25,Limnodynastes,tasmaniensis,1,1,2,,,,,,,,,,
18,kern_2015phys,table 1,0,0,,,24,24,24,,development to stages 35-37,days ,29.75,0,,0,0.38,Platyplectrum ,ornatum,1,1,2,,,,,,,,,,
18,kern_2015phys,table 1,0,1,1,,25,20,30,24,development to stages 35-37,days ,25.6,0,,0,0.33,Platyplectrum ,ornatum,1,1,2,,,,,,,,,,
18,kern_2015phys,table 1,0,1,1,,28,18,38,24,development to stages 35-37,days ,25.74,0,,0,0.46,Platyplectrum ,ornatum,1,1,2,,,,,,,,,,
18,kern_2015phys,table 1,0,0,,,24,24,24,,body mass,g ,243.26,0,,0,6.16,Platyplectrum ,ornatum,1,1,2,,,,,,,,,,
18,kern_2015phys,table 1,0,1,1,,25,20,30,24,body mass,g ,182.66,0,,0,4.62,Platyplectrum ,ornatum,1,1,2,,,,,,,,,,
18,kern_2015phys,table 1,0,1,1,,28,18,38,24,body mass,g ,140.45,0,,0,3.6,Platyplectrum ,ornatum,1,1,2,,,,,,,,,,
18,kern_2015phys,table 1,0,0,,,24,24,24,,body length,mm,11.48,0,,0,0.12,Platyplectrum ,ornatum,1,1,2,,,,,,,,,,
18,kern_2015phys,table 1,0,1,1,,25,20,30,24,body length,mm,10.46,0,,0,0.11,Platyplectrum ,ornatum,1,1,2,,,,,,,,,,
18,kern_2015phys,table 1,0,1,1,,28,18,38,24,body length,mm,9.67,0,,0,0.09,Platyplectrum ,ornatum,1,1,2,,,,,,,,,,
18,kern_2015phys,table 1,0,0,,,24,24,24,,tail length,mm,19.77,0,,0,0.21,Platyplectrum ,ornatum,1,1,2,,,,,,,,,,
18,kern_2015phys,table 1,0,1,1,,25,20,30,24,tail length,mm,17.78,0,,0,0.22,Platyplectrum ,ornatum,1,1,2,,,,,,,,,,
18,kern_2015phys,table 1,0,1,1,,28,18,38,24,tail length,mm,17.02,0,,0,0.2,Platyplectrum ,ornatum,1,1,2,,,,,,,,,,
19,kern_2015plasticity ,figure 1,0,0,,,18,18,18,,survival ,percent,92.11195929,1,12,0,2.162849873,Limnodynastes,peronii,1,1,2,,,,UV exposure,UV absence,,,,,
19,kern_2015plasticity ,figure 1,0,0,,,18,18,18,,survival ,percent,89.3129771,1,12,0,5.979643766,Limnodynastes,peronii,1,1,2,,,,UV exposure,UV presence,,,,,
20,kern_2015plasticity ,figure 1,0,1,1,,23,18,28,24,survival ,percent,83.4605598,1,12,0,6.361323155,Limnodynastes,peronii,1,1,2,,,,UV exposure,UV absence,,,,,
20,kern_2015plasticity ,figure 1,0,1,1,,23,18,28,24,survival ,percent,80.91603053,1,12,0,6.997455471,Limnodynastes,peronii,1,1,2,,,,UV exposure,UV presence,,,,,
21,kern_2015plasticity ,figure 1,0,0,,,28,28,28,,survival ,percent,80.91603053,1,12,0,4.071246819,Limnodynastes,peronii,1,1,2,,,,UV exposure,UV absence,,,,,
21,kern_2015plasticity ,figure 1,0,0,,,28,28,28,,survival ,percent,67.68447837,1,12,0,6.997455471,Limnodynastes,peronii,1,1,2,,,,UV exposure,UV presence,,,,,
22,kern_2015plasticity ,figure 2,0,0,,,18,18,18,,CT max,C,38.47718348,1,12,0,0.123569794,Limnodynastes,peronii,1,1,2,,,,UV exposure,UV absence,,,,,
22,kern_2015plasticity ,figure 2,0,0,,,18,18,18,,CT max,C,38.89969637,1,12,0,0.169336384,Limnodynastes,peronii,1,1,2,,,,UV exposure,UV presence,,,,,
23,kern_2015plasticity ,figure 2,0,1,1,,23,18,28,24,CT max,C,40.29342261,1,12,0,0.068649886,Limnodynastes,peronii,1,1,2,,,,UV exposure,UV absence,,,,,
23,kern_2015plasticity ,figure 2,0,1,1,,23,18,28,24,CT max,C,40.43216483,1,12,0,0.11442538,Limnodynastes,peronii,1,1,2,,,,UV exposure,UV presence,,,,,
24,kern_2015plasticity ,figure 2,0,0,,,28,28,28,,CT max,C,41.2858453,1,12,0,0.146453089,Limnodynastes,peronii,1,1,2,,,,UV exposure,UV absence,,,,,
24,kern_2015plasticity ,figure 2,0,0,,,28,28,28,,CT max,C,40.99439938,1,12,0,0.091533181,Limnodynastes,peronii,1,1,2,,,,UV exposure,UV presence,,,,,
25,maneti2014,figure 2a,0,0,,23,23,23,23,,productivity,offspring/female,78.12,1,20,0,2.16,Drosophila ,simulans,1,1,1,,,,,,,,,,
25,maneti2014,figure 2a,0,2,1,23,23,13,28,24,productivity,offspring/female,70.56,1,20,0,2.7,Drosophila ,simulans,1,1,1,,,,,,,,,,
25,maneti2014,figure 2a,0,3,1,23,23,13,28,24,productivity,offspring/female,72.84,1,20,0,2.4,Drosophila ,simulans,1,1,1,,,,,,,,,,
26,maneti2014,figure 2c,0,0,,23,23,23,23,,egg to adult viability ,percent,70.90687473,1,20,0,2.389558233,Drosophila ,simulans,1,1,1,,,,,,,,,,
26,maneti2014,figure 2c,0,2,1,23,23,13,28,24,egg to adult viability ,percent,71.96135094,1,20,0,3.092369478,Drosophila ,simulans,1,1,1,,,,,,,,,,
26,maneti2014,figure 2c,0,3,1,23,23,13,28,24,egg to adult viability ,percent,82.01181108,1,20,0,3.092369478,Drosophila ,simulans,1,1,1,,,,,,,,,,
27,maneti2014,figure 2e,0,0,,23,23,23,23,,developmental time,days ,10.2313253,1,20,0,0.014457831,Drosophila ,simulans,1,1,1,,,,,,,,,,
27,maneti2014,figure 2e,0,2,1,23,23,13,28,24,developmental time,days ,11.0939759,1,20,0,0.01686747,Drosophila ,simulans,1,1,1,,,,,,,,,,
27,maneti2014,figure 2e,0,3,1,23,23,13,28,24,developmental time,days ,10.04819277,1,20,0,0.019277108,Drosophila ,simulans,1,1,1,,,,,,,,,,
28,maneti2014,figure 2f,0,0,,23,23,23,23,,dessication tolerance,time to  death (hour),15.53071892,1,20,0,0.351410811,Drosophila ,simulans,1,1,1,,,,,,,,,,
28,maneti2014,figure 2f,0,2,1,23,23,13,28,24,dessication tolerance,time to  death (hour),14.5769634,1,20,0,0.321289884,Drosophila ,simulans,1,1,1,,,,,,,,,,
28,maneti2014,figure 2f,0,3,1,23,23,13,28,24,dessication tolerance,time to  death (hour),13.84402085,1,20,0,0.301209267,Drosophila ,simulans,1,1,1,,,,,,,,,,
29,maneti2014,figure 2g,0,0,,23,23,23,23,,body (centroid) size,pixels,1460.333824,1,20,0,4.6,Drosophila ,simulans,1,1,1,,,,,,,,,,
29,maneti2014,figure 2g,0,2,1,23,23,13,28,24,body (centroid) size,pixels,1416.933824,1,20,0,5.4,Drosophila ,simulans,1,1,1,,,,,,,,,,
29,maneti2014,figure 2g,0,3,1,23,23,13,28,24,body (centroid) size,pixels,1437.933824,1,20,0,4.6,Drosophila ,simulans,1,1,1,,,,,,,,,,
30,maneti2014,figure 2h ,0,0,,23,23,23,23,,startvation tolerance,time to  death (hour),4.001205617,1,20,0,0.059459459,Drosophila ,simulans,1,1,1,,,,,,,,,,
30,maneti2014,figure 2h ,0,2,1,23,23,13,28,24,startvation tolerance,time to  death (hour),4.017421834,1,20,0,0.057657658,Drosophila ,simulans,1,1,1,,,,,,,,,,
30,maneti2014,figure 2h ,0,3,1,23,23,13,28,24,startvation tolerance,time to  death (hour),3.810227875,1,20,0,0.05586248,Drosophila ,simulans,1,1,1,,,,,,,,,,
31,rolandi2018,figure 2a,0,,,,24,24,24,,average number of eggs laid per female,eggs laid ,0.086286595,1,,0,,Rhodnius,prolixus,1,2,1,,,,sexual maturity ,mated females,,,,1.97309417,days after feeding 
31,rolandi2018,figure 2a,0,,,,24,24,24,,average number of eggs laid per female,eggs laid ,0.468412943,1,,0,0.246533128,Rhodnius,prolixus,1,2,1,,,,sexual maturity ,mated females,,,,4.962630792,days after feeding 
31,rolandi2018,figure 2a,0,,,,24,24,24,,average number of eggs laid per female,eggs laid ,1.084745763,1,,0,0.474576271,Rhodnius,prolixus,1,2,1,,,,sexual maturity ,mated females,,,,6.980568012,days after feeding 
31,rolandi2018,figure 2a,0,,,,24,24,24,,average number of eggs laid per female,eggs laid ,1.972265023,1,,0,0.677966102,Rhodnius,prolixus,1,2,1,,,,sexual maturity ,mated females,,,,8.923766816,days after feeding 
31,rolandi2018,figure 2a,0,,,,24,24,24,,average number of eggs laid per female,eggs laid ,7.050847458,1,,0,1.251155624,Rhodnius,prolixus,1,2,1,,,,sexual maturity ,mated females,,,,11.95067265,days after feeding 
31,rolandi2018,figure 2a,0,,,,24,24,24,,average number of eggs laid per female,eggs laid ,7.198767334,1,,0,0.986132512,Rhodnius,prolixus,1,2,1,,,,sexual maturity ,mated females,,,,13.96860987,days after feeding 
31,rolandi2018,figure 2a,0,,,,24,24,24,,average number of eggs laid per female,eggs laid ,4.191063174,1,,0,0.788906009,Rhodnius,prolixus,1,2,1,,,,sexual maturity ,mated females,,,,15.94917788,days after feeding 
31,rolandi2018,figure 2a,0,,,,24,24,24,,average number of eggs laid per female,eggs laid ,5.029275809,1,,0,0.665639445,Rhodnius,prolixus,1,2,1,,,,sexual maturity ,mated females,,,,18.97608371,days after feeding 
31,rolandi2018,figure 2a,0,,,,24,24,24,,average number of eggs laid per female,eggs laid ,2.859784284,1,,0,0.523882897,Rhodnius,prolixus,1,2,1,,,,sexual maturity ,mated females,,,,20.95665172,days after feeding 
31,rolandi2018,figure 2a,0,,,,24,24,24,,average number of eggs laid per female,eggs laid ,0.838212635,1,,0,0.215716487,Rhodnius,prolixus,1,2,1,,,,sexual maturity ,mated females,,,,22.97458894,days after feeding 
31,rolandi2018,figure 2a,0,,,,24,24,24,,average number of eggs laid per female,eggs laid ,0.838212635,1,,0,0.2403698,Rhodnius,prolixus,1,2,1,,,,sexual maturity ,mated females,,,,25.96412556,days after feeding 
